codigo_ine_provincia,nombre_provincia,nombre_fundacion,enlace_detalle,codigo_registro,timestamp,nif,numero_registro,fecha_extincion,fecha_constitucion,fecha_inscripcion,domicilio,localidad,codigo_postal,provincia_detalle,telefono,fax,email,web,fines_completo,actividades_completo,fecha_extraccion,url_detalle,error
21,Huelva,CEREBRO Y SALUD,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=5567&index=1&lang=es_ES,=5567,2026-01-27T18:50:59.485696,G21493275,1334CIN,,03/11/2010,11/02/2011,"Avenida de Madrid, 3 - portal 5 - 1º C",Huelva,21001,Huelva,959285812.0,,,,"El desarrollo, la investigación y el perfeccionamiento de la Neurociencia.","n aras de alcanzar el fin propio para el que se crea la Fundación, se realizarán las siguientes actividades específicas: a.- Desarrollar técnicas de diagnóstico no invasivo sobre la base de la imagen médica tendentes a aumentar la fiabilidad en el resultado, disminuyendo eventuales riesgos para el paciente. b.- Creación de un grupo de trabajo formado por especialistas de diferentes sectores, neurólogos, neurocirujanos, neuropsicólogo, radiólogos, especialistas en radiología y cualquiera otros que se dediquen profesionalmente al desarrollo de las actividades de la Fundación. c.- desarrollo de proyectos de investigación relacionados con la neurología, neurocirugía en cualquiera de sus posibles aplicaciones o cualquier otra actividad que pudiera guardar relación con esta. d.- Contribuir a la formación de especialistas en todos los ámbitos relacionados, principalmente en los sectores de la medicina, la informática, tratamiento de la imagen, etc. e.- Promover la colaboración con centros sanitarios a nivel principal, regional, estatal e internacional. f.- Realización de campañas, programas informativos y actos científicos o culturales. g.- Realizar actividades encaminadas a la captación de los recursos necesarios para el funcionamiento de la Fundación, incluyendo cuestaciones, captación de donaciones, comercialización de productos o cualquier otro. h.- Cualquier otra actividad que contribuya a los fines de la Fundación.",2026-01-27T18:58:58.205208,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=5567&index=1&lang=es_ES,
21,Huelva,SOCIAL Y CULTURAL DE LA CAJA RURAL DEL SUR,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=14425&index=1&lang=es_ES,=14425,2026-01-27T18:50:59.500939,G21344080,508CUL,,29/10/2002,19/12/2002,"C/. Alcalde Mora Claros, nº 6, puerta A",Huelva,21001,Huelva,959252548.0,959280842.0,fundacion.3187@cajarural.com,,"La Fundación tiene como fin de interés general la formación y educación de los socios y trabajadores de la Caja Rural del Sur en los principios cooperativos, o en materias específicas de su actividad societaria o laboral y demás actividades cooperativas, la promoción de las relaciones intercooperativas y la difusión del cooperativismo; así como la promoción cultural, profesional y asistencial del entorno local o de la comunidad en general, así como la mejora de la calidad de vida y del desarrollo comunitario y las acciones de protección ambiental dentro del ámbito de actuación de la Fundación; y en especial en todo lo relacionado con la modernización del sector agrario y el desarrollo rural.","Ayudas a toda clase de actividades sociales, culturales, económicas y empresariales que merezcan ser objeto de seguimiento y atención. Colaboración en la creación de instrumentos que desarrollen la actividad que constituye su fin. Cursillos, conferencias y jornadas relacionadas con el mundo rural, agrícola-ganadero y aquellas otras que contribuyan al desarrollo de la comunidad en general. Publicación de libros, folletos, revistas, periódicos y estudios económicos-financieros que contribuyan a la mejora de la producción agrícola-ganadera, desarrollo rural, protección del medio ambiente, promoción de relaciones inter cooperativas y a la promoción cultural, profesional y asistencial del entorno en general. Celebración de cursos de formación y especialización para el personal y socios de la Caja. Asesoramiento a los socios de la Caja Rural del Sur y sus cooperativas asociadas. Viajes de estudios y prácticas. Colaboración con instituciones públicas y privadas que contribuyan al desarrollo del entorno local, comarcal o regional o de la comunidad en general. Concesión de becas para realizar estudios y formación. Actividades museísticas. Actividades científicas de investigación y sanitarias. Cualesquiera otras que el Patronato considere conveniente para el cumplimiento de su fin fundacional.
Publicación de libros, folletos, revistas, periódicos y estudios económicos-financieros que contribuyan a la mejora de la producción agrícola-ganadera, desarrollo rural, protección del medio ambiente...
Colaboración con instituciones públicas y privadas que contribuyan al desarrollo del entorno local, comarcal y regional.
Concesión de becas para realizar estudios de formación, viajes de estudios, actividades científicas de investigación y sanitarias.
Actividades museísticas.",2026-01-27T18:59:00.423478,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=14425&index=1&lang=es_ES,
21,Huelva,VALDOCCO,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=16254&index=1&lang=es_ES,=16254,2026-01-27T18:50:59.516149,G21210000,269SND,,16/01/1995,16/07/1996,"C/Gladiolo,s/n Bda.del Torrejón",Huelva,21005,Huelva,959545013.0,959153164.0,valdocco@valdocco.org,,"Prevención y promoción integral de la familia, la infancia y la juventud, desde su integración social y laboral mediante la formación profesional, fomento del empleo y promoción humano-cultural.","La Fundación tiene por objeto la prevención y la promoción integral de la familia, la infancia y la juventud, y colectivos con riesgo y exclusión social desde su integración social y laboral mediante la. formación profesional, fomento del empleo y promoción humano-cultural. Acciones de desarrollo territorial y cooperación internacional para el desarrollo.",2026-01-27T18:59:02.372383,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=16254&index=1&lang=es_ES,
21,Huelva,COLUMBA PACIS,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=16255&index=1&lang=es_ES,=16255,2026-01-27T18:50:59.531639,G21366430,270SND,,21/10/2003,17/12/2003,"C/Reynols, 45 sector G",Matalascañas,21760,Huelva,959441813.0,959441813.0,presidente@columbapacis.org,http://www.columbapacis.org,"La Fundación tiene como fines de interés general la asistencia social para la población necesitada en España y la cooperación para el desarrollo, principalmente en los campos social, educativo y sanitario.","a) Concesión de ayudas económicas a personas individuales. b) Concesión de ayudas en efectivo y en especie a entidades sin ánimo de lucro que tengan fines coincidentes o complementarios con los de la Fundación. c) Participando en el desarrollo de las actividades de otras entidades o personas de cualquier clase, física o jurídicas, nacionales o extranjeras que de algún modo realicen actividades coincidentes o complementarias con las de la propia Fundación, o puedan servir a los fines perseguidos por esta. d) Organización de congresos, seminarios, reuniones, encuentros, mesas redondas, etc., que contribuyan a la consecución de los fines fundacionales e) Realizar todas aquellas tareas subordinadas o accesorias a las actividades principales de los fines fundacionales.",2026-01-27T18:59:04.096340,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=16255&index=1&lang=es_ES,
21,Huelva,DOCTOR D. MANUEL NIETO BARRERA,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=16256&index=1&lang=es_ES,=16256,2026-01-27T18:50:59.546509,G21424460,271SND,,26/07/2006,12/01/2007,"Avda. Martín Alonso Pinzón, 15 - entreplanta 13",Huelva,21003,Huelva,,,,,"Los fines de interés general de la Fundación, se orientan a la atención de niños con discapacidad o en situación de exclusión social. Son fines de la Fundación: defensa de los derechos humanos, asistencia social e inclusión social, educativos y sanitarios","1. Facilitar el acceso a programas de intervención en Atención temprana e intensiva, a niños afectados por distintos cuadros de retraso o alteración en su desarrollo o con riesgo de padecerlo. Los beneficiarios serán niños que pertenezcan a familias con pocos recursos económicos y que necesiten de esta intervención para potenciar su desarrollo. 2. Promover el desarrollo de investigaciones que lleven a la obtención de nuevos métodos diagnósticos que permitan una detección más precoz y posibilite una intervención más temprana. 3. Desarrollar una investigación de calidad, de la que se desprendan consecuencias directas para la mejora de futuras intervenciones, aumentando su eficacia y estrategias. 4. Fomentar el intercambio de experiencias y acciones de sensibilización mediante encuentros interdisciplinario, seminarios, jornadas, congresos, cursos, etc. 5. Formación dirigida a la capacitación de profesionales y su posterior empleo para atender a la población destinataria en específico cursos de formación. 6. Destinar fondos fundacionales a la constitución de becas anuales para cubrir tratamientos, diagnósticos, etc. 7. Establecer convenios de colaboración con instituciones privadas y públicas, para la consecución de sus fines fundacionales.",2026-01-27T18:59:07.341337,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=16256&index=1&lang=es_ES,
21,Huelva,DON CRISTOBAL DIAZ ALVAREZ,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=16257&index=1&lang=es_ES,=16257,2026-01-27T18:50:59.566496,G21436167,272SND,,11/04/2007,19/07/2007,"c/ Lagunita, s/n",La Zarza,21310,Huelva,,,,,Se orientan a la atención de personas mayores con o sin discapacidad o en situación de exclusión social.,"1. Promover el desarrollo de investigaciones que lleven a la obtención de nuevos métodos diagnósticos que permitan una detección más precoz y posibilite una intervención más temprana. 2. Formación dirigida a la capacitación de profesionales y su posterior empleo para atender a la población destinataria en específico cursos de formación. 3. Destinar fondos fundacionales a la constitución de becas anuales para cubrir tratamientos, diagnósticos, etc. 4. Establecer convenios de colaboración con instituciones privadas y públicas, para la consecución de sus fines fundacionales.",2026-01-27T18:59:09.084885,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=16257&index=1&lang=es_ES,
21,Huelva,PARA TRABAJADORES EXTRANJEROS EN HUELVA,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=16258&index=1&lang=es_ES,=16258,2026-01-27T18:50:59.582096,G21452958,273SND,,12/02/2008,27/06/2008,"Residencia Tariquejos, carretera HU-3401 - Km. 7,5",Cartaya,21450,Huelva,,959096266.0,fundacionfuteh@gmail.com,,"1. Promover una gestión ética e integral de los flujos migratorios hacia España, mediante la contratación en origen, proporcionando asistencia, asesoramiento y cobertura a todos los interlocutores que participan en este procedimiento. 2. Fomentar, sensibilizar y crear condiciones favorables para extender a todos los sectores de la economía y a otras provincias la fórmula de contratación en origen. 3. Cooperación para el desarrollo en países con flujos migratorios hacia España para mejorar las condiciones de vida de su población así como la promoción de estos a través de la formación y la capacitación profesional. 4. Intermediación social y laboral entre trabajadores nacionales e internacionales, empresas y organismos público. 5. Promover, desarrollar e implantar sistemas de gestión socio-laboral a través de medio informáticos y nuevas tecnologías. 6. Promover, desarrollar e impartir formación","a) Participar en la gestión del proyecto AENEAS- Cartaya cuyo título es ""Programa de Gestión Integral de la Inmigración Temporera entre la provincia de Huelva y Marruecos"" y sus posteriores ampliaciones, así como garantizar la continuidad de dicho proyecto. b) Proporcionar apoyo a las organizaciones agrarias, centrales sindicales y administraciones públicas, en el procedimiento de la contratación en origen, mediante: 1. El apoyo a la Comisión Provincial de Seguimiento de las Migraciones que se constituya en Huelva para cualquier sector de la economía para desarrollar el convenio para la ordenación, coordinación e integración sociolaboral de los flujos migratorios laborales en los diferentes sectores de la economía. 2. Siendo marco de diálogo a través de comisiones específicas que garanticen la participación de Ayuntamientos, patronales, sindicatos, Ong's, así como con la agencia de empleo del país de origen donde se lleve a cabo la contratación en origen. 3. Favorecer el diálogo entre administraciones para disponer de un sistema informático que facilite la aplicación de las nuevas tecnologías a la contratación en origen. 4. Dar cobertura, asistencia técnica en los procesos de selección de trabajadores en el país de origen y realizar la acogida y acompañamiento en el traslado de éstos hasta España. 5. Gestionar los recursos humanos y materiales necesarios para desarrollar el Programa y del Plan de Apoyo a la Acogida, Acompañamiento y Estancia de los/ as trabajadores/ as extranjeros/as contratados/as en origen. 6. Crear y mantener un sistema de oficinas, tanto en el extranjero como en España, equipadas adecuadamente con personal experto que gestionen servicios idóneos y posibiliten la contratación a través de sistemas de videoconferencias sin necesidad que los empresarios se desplacen al país de origen para contratar en origen, todo ello dentro del marco legal establecido. c) Promover la Responsabilidad Social Corporativa mediante la adopción de prácticas éticas de gestión laboral y la puesta en marcha etiquetas de producción ética. d) Difundir la imagen del proyecto y sus resultados para todos los destinatarios, con el fin de promover este tipo de proyectos a nivel regional, nacional e internacional. e) Favorecer el intercambio de experiencias e ideas con el fin de generar nuevas iniciativas. f) Estudiar y proponer sistemas de gestión de los flujos migratorios internos, destinados a coordinar la participación de los temporeros en distintas temporadas agrícolas en varias regiones. g) Apoyar la Gestión de proyectos internacionales de cooperación al desarrollo en el ámbito de la inmigración. h) Y, de modo genérico, llevar a cabo cuantas actuaciones sean conducentes al mejor logro de sus fines.",2026-01-27T18:59:11.248841,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=16258&index=1&lang=es_ES,
21,Huelva,EUROPEA PARA LA COOPERACION NORTE-SUR,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=16259&index=1&lang=es_ES,=16259,2026-01-27T18:50:59.601291,G91243998,274SND,,30/08/2002,23/06/2003,"C/ Pérez Galdós, 106",Huelva,21002,Huelva,959285378.0,,,,"La defensa y protección de la ciudadanía y de los derechos humanos.Las relaciones Norte-Sur, de solidaridad y cooperación internacional. La difusión de la riqueza cultural y el diálogo intercultural, la acción social y el fomento de la calidad en las rela","- Organización y participación de en foros, debates, congresos, seminarios, cursos, conferencias, exposiciones, mesas redondas, artículos de prensa, etc. - Apoyo a la concesión de becas de estudio, formación y especializaciones a los estudiantes e investigadores, entre los países del Sur y los del Norte. - Promoción de proyectos empresariales y de autogestión en los países del Sur y del Norte. - Elaboración de estrategia que posibilite los hermanamientos entre ciudades y pueblos del Norte y del Sur. - Planificación y realización de estudios de investigación acerca del fenómeno migratorio, sus causas y efectos, tanto en los países del Sur como en los del Norte. - Realización de campañas de difusión y sensibilización acerca de las distintas situaciones (hambre, explotación, etc.) de los niños del tercer mundo. - Colección de obras de arte. - Publicaciones periódicas sobre actividades y programas. - Diseño de acciones humanitarias a través de Campañas de recogida y envío de equipamientos, materiales, ropas, alimentos, maquinarias, etc. en los países del Norte, destinadas a paliar las carencias existentes en los países del Sur.",2026-01-27T18:59:13.176407,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=16259&index=1&lang=es_ES,
21,Huelva,"CARIDAD, INFANCIA Y DESARROLLO",https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=17215&index=1&lang=es_ES,=17215,2026-01-27T18:50:59.619429,G91803304,1230SND,,05/03/2009,29/05/2009,"Avda.Cristóbal Colón, 39. Fase 3.1, Casa 10",El Portil,21459,Huelva,649547862.0,,fundacion@fundacioncaridadinfancia.org,http://www.fundacioncaridadinfancia.org,"Fomentar el desarrollo cultural y mejorar las condiciones de vida en países desfavorecidos de África, particularmente en Kenia, Uganda y Tanzania. Conceder fondos para Proyectos de Desarrollo Local, priorizando los que se inician en la educación...",Apadrinamientos de niños y niñas. Microcréditos. Becas de estudios.,2026-01-27T18:59:15.904681,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=17215&index=1&lang=es_ES,
21,Huelva,PRENAUTA,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=17914&index=1&lang=es_ES,=17914,2026-01-27T18:50:59.639861,G21575493,2006JUS,,20/12/2016,07/02/2018,"CALLE SALVADOR, Nº 17",HUELVA,21003,Huelva,678635814.0,,,,"- Ámbito educativo: La excelencia en la formación profesional, la empleabilidad y el emprendimiento. El conocimiento y la innovación, de manera preferente todas aquellas que generen empleo y crecimiento económico en el territorio - Ámbito cultural : La difusión de la cultura y la historia, especialmente la gastronómica y alimentaria, como valor diferencial y también de manera preferente en todos los sectores de crecimiento económico en el territorio - Ámbito social: la solidaridad y la cooperación, favoreciendo la conexión entre empresas y el talento, para que prosperen y mejoren las condiciones de vida de las personas.","- Emprendimiento : programas de mentorización y aceleración de proyectos de emprendimiento, especialmente los vinculados a la Economía del Conocimiento (industria, tecnología , energía, medioambiente, turismo, etc.). - Formación para el empleo de calidad: La promoción y desarrollo de programas en materia de formación y capacitación de personas para el acceso de un puesto de trabajo acorde a la demanda de las empresas, y el emprendimiento (autoempleo) en los ámbitos de actividad indicado en el párrafo anterior. - Eventos para la promoción de la excelencia profesional y empresarial: Congresos, eventos y otras actividades de promoción, para profesionales de distintos ámbitos, llevadas a efecto por la Fundación u otras entidades, organismos o personas, así como cualquier otra forma de colaboración de las mismas, especialmente para todas aquellas profesiones y actividades empresariales con impacto en el crecimiento eco nómico local. - Apoyar actividad es de aumento del conocimiento y a la innovación, que incidan en el crecimiento de su calidad y excelencia. También todas aquellas tareas subordinadas o accesorias a las actividades principales mencionadas. - Fomentar actividades que promuevan los factores de éxito de la eco no mía del siglo XXI (colaborativa, experiencia!, circular y creativa) llevadas a efecto por otras entidades , organismos o personas, así como cualquier otra forma de colaboración ele las mismas. - Ejercer las actividades económicas precisas para el cumplimiento de los fines. - Conocer y hacer que cada persona se conozca a sí misma en sus intereses, en sus características y sus posibilidades relacionadas con el mundo del emprendimiento y laboral, proporcionándoles las herramientas necesarias y desarrollando modelos pedagógicos innovadores para mejorar la velocidad y calidad de su capacitación. - Potenciar y promocionar la labor del Equipo Docente para impartir los programas de formación y emprendimiento, ofreciéndoles metodologías específicas a los educadores y mentores. - Fomentar y promocionar la participación del mundo empresarial en los programas y eventos desarrollados por la Fundación. - Potenciar e l trabajo en red con otras entidades , ya sean de ámbito nacional o internacional, compartiendo buenas prácticas y aprovechando sinergias . - Y, de modo genérico, llevar a cabo cuantas actuaciones sean conducentes al mejor logro de sus fines.",2026-01-27T18:59:17.619893,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=17914&index=1&lang=es_ES,
21,Huelva,ALMANATURA FUNDACION PARA LA REACTIVACION RURAL,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=18340&index=1&lang=es_ES,=18340,2026-01-27T18:50:59.656046,G21613880,2366JUS,,12/05/2020,04/03/2021,"C/ Grande Trasera, nº 6",Arroyomolinos de León,21280,Huelva,660057868.0,,,,"La reactivación social, ambiental y económica de las zonas rurales amenazadas por la pérdida de población. El fomento de la formación, el empleo, la dinamización socioeconómica, la inclusión social, el crecimiento personal y la atención a las personas que viven en zonas rurales despobladas o en vías de desaparición. Fomento, apoyo e investigación de nuevas economías.","1. Proponer y desarrollar programas de formación y de empleo, en colaboración con la Administración y con el apoyo de la participación privada. 2. Contribuir al desarrollo económico y social mediante prestación de servicios que favorezcan la integración de los diferentes colectivos que conforman la población rural. Todo ello mediante promoción de iniciativas, desarrollo de nuevas tecnologías y programas que a nivel nacional o internacional persigan la reactivación rural, prestando especial dedicación a su protección, formación y concienciación. 3. Se dífundirán valores de concienciación y sensibilización sobre la importamncia del medio rural para la sociedad en general mediante la promocíón, organización y realización de actividades culturales, viajes, concursas, premios, exposiciones, muestras, edición de publicaciones de todo tipo, películas, vídeos, organización de conciertos, recítales, representaciones teatrales, y de fiestas y actos conmemorativos. 4. Acciones de modernización utilizando los beneficios de la tecnología aplicada a la reactivación demográfica de las zonas rurales. 5. Divulgar a nivel nacional e Internacional las actividades mediante el intercambio de publicaciones, investigaciones y estudios realizados por la Fundación en el desarrollo de sus fines y mediante su edición en todo tipo de soporte, especialmente en contenidos digitales. 6. Colaborar con entidades universitarias y equipos de investigación de ámbito nacional e internacional en relación con la pérdida de población con el objetivo de investigar y prototipar soluciones ante el reto demográfico.",2026-01-27T18:59:19.215853,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=18340&index=1&lang=es_ES,
22,Huesca,DEPORTE SOLIDARIO,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=5136&index=1&lang=es_ES,=5136,2026-01-27T18:51:03.026186,G24555898,1019EDU,,21/03/2007,21/01/2008,"Urbanización Formigal. Edificio Montesquí, bajo",Sallent de Gallego,22640,Huesca,675662613.0,,fundaciondeportesolidario@hotmail.com,,"Ayuda a personas discapacitadas, tanto física como mentalmente, promocionando, a través del deporte, el bienestar y la formación y tecnificación deportiva de las personas con deficiencias físicas, psíquicas y sensoriales.","a) Promoción, enseñanza, formación y tecnificación de deportes de invierno para personas con deficiencias físicas, psíquicas y sensoriales. b) Promoción y enseñanza, formación y tecnificación de deportes acuáticos para personas con deficiencias físicas, psíquicas y sensoriales. c) Promoción y enseñanza, formación y tecnificación de deportes de aventura para personas con deficiencias físicas, psíquicas y sensoriales. d) Estancias en entornos naturales para personas con deficiencias físicas, psíquicas y sensoriales. e) Difundir los fines y actividades fundacionales promoviendo y organizando charlas. f) Colaborar, si se da el caso, con otras entidades, fundamentalmente públicas o sin ánimo de lucro, en la consecución de los anteriores objetivos.",2026-01-27T18:59:21.254599,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=5136&index=1&lang=es_ES,
