Localidad,Provincia,CCAA,Clave ACT,Clave GRU,NIF,Entidad financiada 
Santander,Cantabria,CANT,ED,OR,R3900654I,Salesianos - Colegio María Auxiliadora
Reinosa,Cantabria,CANT,ED,OR,R3900655F,Menesianos - Colegio San José
Los Corrales,Cantabria,CANT,ED,OR,R3900661D,La Salle - Colegio San Juan Bautista
Ánaz,Cantabria,CANT,ED,OR,R3900679F,Hijas de Santa María del Corazón de Jesús - Colegio
Santander,Cantabria,CANT,AS,OR,R3900692I,Hijas de la Caridad - Cocina Económica
Santander,Cantabria,CANT,AS,ID,R3900768G,Cáritas
Terán,Cantabria,CANT,FUN,ID,R3900841B,Residencia Diocesana Santa Ana
Villacarriedo,Cantabria,CANT,CH,EC,R3900847I,Cofradía N. Sra. de Valvanuz
Segovia,Segovia,CYL,CUL,ID,R4000010A,Diócesis
Segovia,Segovia,CYL,ED,OR,R4000025I,Concepcionistas - Colegio
Segovia,Segovia,CYL,ED,OR,R4000031G,Maristas - Colegio Fuencisla
Cuéllar,Segovia,CYL,AS,ID,R4000033C,Cáritas
Segovia,Segovia,CYL,AS,ID,R4000033C,Cáritas
Segovia,Segovia,CYL,ED,OR,R4000040H,Claretianos - Colegio Claret
Segovia,Segovia,CYL,AS,OR,R4000081B,Franciscanos de la Cruz Blanca - Casa de la Encarnación
Segovia,Segovia,CYL,CUL,ID,R4000177H,Parroquia Santísima Trinidad
Cantalejo,Segovia,CYL,RES,ID,R4000245C,Parroquia San Andrés
Turégano,Segovia,CYL,RES,ID,R4000260B,Parroquia Santiago Apóstol
Sevilla,Sevilla,AND,FUN,OR,R4100003E,Jeronimas - Monasterio Santa Paula
Sevilla,Sevilla,AND,FUN,OR,R4100014B,Dominicas - Convento Madre de Dios
Sevilla,Sevilla,AND,AS,OR,R4100019A,Hijas de la Caridad
Sevilla,Sevilla,AND,ED,OR,R4100020I,Salesianos - Escuelas Hogar
Córdoba,Córdoba,AND,RES,OR,R4100024A,Claretianos - Convento San Pablo
Cáceres,Cáceres,EXT,ED,OR,R4100028B,Hermanas Compañía de la Cruz
Coria del Río,Sevilla,AND,AS,OR,R4100028B,Hermanas de la Cruz
La Orotava,Tenerife,CANA,AS,OR,R4100028B,Hermanas Compañía de la Cuz
Torreperogil,Jaén,AND,FUN,OR,R4100028B,Hermanas de la Cruz
Valladolid,Valladolid,CYL,ED,OR,R4100028B,Hermanas de la Cuz - Colegio
Villafranca de B.,Badajoz,EXT,ED,OR,R4100028B,Hermanas de la Cruz
Lebrija,Sevilla,AND,FUN,OR,R4100035G,Concepcionistas - Convento Inmaculada Concepción
Sevilla,Sevilla,AND,FUN,OR,R4100041E,Mercedarias - Convento San José
Sevilla,Sevilla,AND,FUN,OR,R4100058I,La Salle
Villanueva del A.,Sevilla,AND,FUN,EC,R4100061C,Institución San Antonio de Padua
Alcalá del Río,Sevilla,AND,RES,ID,R4100062A,Ermita de San Gregorio - Arzobispado
Sevilla,Sevilla,AND,IC,ID,R4100062A,Diócesis
Alcalá de G.,Sevilla,AND,AS,ID,R4100064G,Cáritas
Coria del Río,Sevilla,AND,AS,ID,R4100064G,Cáritas
Sevilla,Sevilla,AND,FUN,ID,R4100064G,Cáritas
Constantina,Sevilla,AND,FUN,OR,R4100072J,Jerónimas - Monasterio N. Sra. de los Ángeles
Sevilla,Sevilla,AND,FUN,OR,R4100077I,Mercedarias Descalzas - Convento de San Andrés
Alcalá de G.,Sevilla,AND,AS,OR,R4100101G,Hijas de la Caridad
Sevilla,Sevilla,AND,AS,OR,R4100101G,Hijas de la Caridad
Sevilla,Sevilla,AND,AS,OR,R4100103C,Hijas de la Caridad - Comedor San Vicente de Paul
Osuna,Sevilla,AND,FUN,OR,R4100105H,Concepcionistas - Convento
Sevilla,Sevilla,AND,AS,OR,R4100118A,Auxiliares del Buen Pastor
Sevilla,Sevilla,AND,CH,EC,R4100121E,Hermandad Jesús del Gran Poder
Sevilla,Sevilla,AND,FUN,OR,R4100137A,Agustinas - Convento San Leandro
Estepa,Sevilla,AND,FUN,OR,R4100142A,Clarisas - Convento
Sevilla,Sevilla,AND,FUN,ID,R4100146B,Cabildo Catedral
Mairena del A.,Sevilla,AND,CH,EC,R4100155C,Hermandad N. Sra. de las Mercedes
Arahal,Sevilla,AND,CH,EC,R4100159E,Hermandad de la Santa Caridad
Sevilla,Sevilla,AND,AS,OR,R4100168F,Hermanitas de los Pobres
Sevilla,Sevilla,AND,FUN,OR,R4100173F,Hijas de la Caridad - Residencia La Milagrosa
Sevilla,Sevilla,AND,AS,OR,R4100174D,Hijas de la Caridad - Cocina Económica N. Sra. del Rosario
Sevilla,Sevilla,AND,AS,OR,R4100188D,Madres de Desamparados
Sanlúcar la M.,Sevilla,AND,FUN,OR,R4100189B,Esclavas Divino Corazón
Sevilla,Sevilla,AND,AS,OR,R4100192F,San Juan de DIos - Hospital
Alcalá de G.,Sevilla,AND,AS,OR,R4100193D,San Juan de Dios
Sevilla,Sevilla,AND,ED,OR,R4100193D,San Juan de Dios - Ciudad de San Juan de Dios
Utrera,Sevilla,AND,FUN,OR,R4100201E,Hermanas Sagrada Familia - Colegio
Sevilla,Sevilla,AND,RES,OR,R4100207B,Filipenses - Convento Santa Isabel
Sevilla,Sevilla,AND,AS,OR,R4100207B,Filipenses - Casa Santa Isabel
Sevilla,Sevilla,AND,FUN,OR,R4100211D,Salesianos - Escuelas María Auxiliadora
Sevilla,Sevilla,AND,AS,OR,R4100217A,Religiosas de Jesús-María
Sevilla,Sevilla,AND,AS,OR,R4100217A,Religiosas de Jesús-María
Sevilla,Sevilla,AND,AS,OR,R4100254D,San Juan de Dios - Residencia
Sevilla,Sevilla,AND,ED,OR,R4100256I,Caridad de Santa Ana - Colegio
Sevilla,Sevilla,AND,AS,OR,R4100259C,Oblatas del Santísimo Redentor
Carmona,Sevilla,AND,CUL,OR,R4100263E,Clarisas - Convento Santa Clara
Sevilla,Sevilla,AND,ED,OR,R4100269B,Escolapias - Colegio Calasancias
Sevilla,Sevilla,AND,FUN,ID,R4100278C,Seminario Metropolitano
Sevilla,Sevilla,AND,FUN,ID,R4100284A,Parroquia N. Sra. de los Ángeles
Sevilla,Sevilla,AND,AS,ID,R4100347F,Parroquia Corazón de María
Guillena,Sevilla,AND,IC,ID,R4100361G,Parroquia N. Sra. de la Granada
Pruna,Sevilla,AND,IC,ID,R4100364A,Parroquia San Antonio Abad
Sevilla,Sevilla,AND,AS,ID,R4100390F,Parroquia de la Anunciación
Sevilla,Sevilla,AND,AS,OR,R4100400C,Hijas de la Caridad - Comunidad
Cazalla de la S.,Sevilla,AND,IC,ID,R4100426H,Parroquia N. Sra. de las Virtudes
Constantina,Sevilla,AND,AS,EC,R4100428D,Cáritas Parroquial
Mairena del A.,Sevilla,AND,ED,OR,R4100431H,Capuchinas - Hogar Luis Amigó
Cabezas de San Juan,Sevilla,AND,AS,ID,R4100435I,Parroquia San Juan Bautista
Sevilla,Sevilla,AND,FUN,ID,R4100437E,Parroquia San Juan de Ribera
Peñaflor,Sevilla,AND,AS,ID,R4100447D,Cáritas
Arahal,Sevilla,AND,AS,OR,R4100464I,Franciscanas Rebaño de María - Residencia Madre Encarnación
La Rinconada,Sevilla,AND,CH,ID,R4100474H,Parroquia Santa María Madre de Dios
Montellano,Sevilla,AND,CH,EC,R4100518B,Cofradía de la Entrada Triunfal
Villamanrique,Sevilla,AND,IC,ID,R4100525G,Parroquia Santa María Magdalena
Sevilla,Sevilla,AND,AS,OR,R4100549G,Capuchinos Terciarios - Fundación Amigó
Cabezas de San Juan,Sevilla,AND,AS,ID,R4100554G,Parroquia de San Roque
Guadalcanal,Sevilla,AND,CH,EC,R4100579D,Hermandad Cristo Resucitado
Guadalcanal,Sevilla,AND,CH,EC,R4100579D,Hermandad de la Borriquita
Sevilla,Sevilla,AND,AS,OR,R4100590A,Cruzada Evangélica - Obra Social Virgen de Gracia
Coria del Río,Sevilla,AND,AS,ID,R4100598D,Parroquia N. Sra. de la Estrella
Sevilla,Sevilla,AND,AS,OR,R4100624H,Hijas de la Caridad - Casa de Acogida
Sevilla,Sevilla,AND,AS,ID,R4100630E,Cáritas
Sevilla,Sevilla,AND,FUN,EV,R4100649E,Iglesia Evangélica Manantial de Vida
Sevilla,Sevilla,AND,AS,OR,R4100680J,San Juan de Dios - Orden Hospitalaria
Málaga,Málaga,AND,EV,EV,R4100683D,Consejo Evangélico
Sevilla,Sevilla,AND,EV,EV,R4100683D,Consejo Evangélico de Andalucía
Sevilla,Sevilla,AND,AS,OR,R4100726A,Adoratrices Esclavas del Santísimo Sacramento
Sevilla,Sevilla,AND,CH,EC,R4100729E,Consejo de Hermandades y Cofradías
Sevilla,Sevilla,AND,AS,OR,R4100730C,Hijas de la Caridad - Centro Santísima Trinidad
Sevilla,Sevilla,AND,CUL,EC,R4100743F,Hermandad Cristo de la Exaltación
Carmona,Sevilla,AND,CH,EC,R4100750A,Hermandad Jesús de la Coronación
Carmona,Sevilla,AND,CH,EC,R4100751I,Hermandad Jesús de la Columna
Carmona,Sevilla,AND,CH,EC,R4100752G,Hermandad Expiración de Cristo
La Rinconada,Sevilla,AND,CH,EC,R4100763D,Archicofradía N. Sra. de los Dolores
Carmona,Sevilla,AND,CH,EC,R4100767E,Hermandad Santísimo Sacramento
Valencina,Sevilla,AND,CH,EC,R4100772E,Hermandad N. Sra. del Rocío
La Rinconada,Sevilla,AND,CH,EC,R4100803H,Hermandad Cristo de la Resurrección
Guillena,Sevilla,AND,CH,EC,R4100806A,Hermandad de la Resurrección
Villamanrique,Sevilla,AND,CH,EC,R4100809E,Hermandad del Rocío
Sevilla,Sevilla,AND,AS,EC,R4100828E,Hermandad de la Santa Caridad
Paradas,Sevilla,AND,CH,EC,R4100836H,Hermandad Jesús Cautivo
Torroja,Tarragona,CAT,RES,ID,R4100836H,Diócesis
Alcalá de G.,Sevilla,AND,CH,EC,R4100845I,Cofradía Jesús Soberano Poder
Cáceres,Cáceres,EXT,ED,EC,R4100848C,Fundación Educativa Santo Tomás de Aquino
Coria del Río,Sevilla,AND,CH,EC,R4100876D,Hermandad de la Vera Cruz
Dos Hermanas,Sevilla,AND,CH,EC,R4100881D,Hermandad del Santísimo Rosario
Guillena,Sevilla,AND,CH,EC,R4100894G,Hermandad de la Vera Cruz
Carmona,Sevilla,AND,CH,EC,R4100933C,Hermandad Humildad y Paciencia
Gelves,Sevilla,AND,CH,EC,R4100943B,Hermandad Cristo de la Vera Cruz
Carmona,Sevilla,AND,CH,EC,R4100945G,Hermandad Cristo de la Amargura
Carmona,Sevilla,AND,CH,EC,R4100963J,Hermandad del Descendimiento
Guadalcanal,Sevilla,AND,CH,EC,R4100989E,Cofradía Cristo de la Humildad
Guadalcanal,Sevilla,AND,CH,EC,R4100993G,Hermandad N.Sra. de Guaditoca
Guadalcanal,Sevilla,AND,CH,EC,R4100997H,Hermandad de la Veracruz
Soria,Soria,CYL,AS,ID,R4200003D,Cáritas
Santa María de Huerta,Soria,CYL,Z,OR,R4200004B,Cistercienses - Monasterio
Burgo de Osma,Soria,CYL,IC,ID,R4200006G,Seminario Diocesano Santo Domingo de Guzmán
Burgo de Osma,Soria,CYL,IC,ID,R4200007E,Diócesis
Soria,Soria,CYL,CUL,ID,R4200007E,Diócesis
Burgo de Osma,Soria,CYL,RES,ID,R4200012E,Catedral
Soria,Soria,CYL,ED,OR,R4200036D,Escolapios - Colegio El Pilar
Soria,Soria,CYL,ED,OR,R4200037B,Hijas de la Divina Pastora - Colegio
Barahona,Soria,CYL,RES,ID,R4200128I,Parroquia N. Sra. del Campo
Burgo de Osma,Soria,CYL,RES,ID,R4200151A,Parroquia de la Asunción
Ucero,Soria,CYL,RES,ID,R4200404D,Parroquia San Juan Bautista
Agreda,Soria,CYL,CH,EC,R4200517C,Cofradía de la Vera Cruz
Soria,Soria,CYL,IC,ID,R4200523A,Junta de Cofradías
La Pobla de M.,Tarragona,CAT,CUL,ID,R4300001G,Diócesis - Parroquia Sant Joan Baptiste
Tarragona,Tarragona,CAT,CUL,ID,R4300001G,Diócesis
Ascó,Tarragona,CAT,IC,ID,R4300002E,Diócesis
Bellvei,Tarragona,CAT,IC,ID,R4300002E,Diócesis
Forcall,Tarragona,CAT,RES,ID,R4300002E,Diócesis
Peñíscola,Tarragona,CAT,IC,ID,R4300002E,Parroquia Santa María
Tortosa,Tarragona,CAT,IC,ID,R4300002E,Diócesis
Tortosa,Tarragona,CAT,ED,ID,R4300002E,Colegio Diocesano - Obispado
Tortosa,Tarragona,CAT,RES,ID,R4300002E,Obispado - Catedral
Tortosa,Tarragona,CAT,RES,ID,R4300002E,Obispado - Iglesia San Francisco
Vallbona,Tarragona,CAT,RES,ID,R4300002E,Obispado - Iglesia La Asunción
Tortosa,Tarragona,CAT,Z,OR,R4300012D,Hermanas de la Consolación - Tierras del noviciado
Tortosa,Tarragona,CAT,Z,OR,R4300012D,Hermanas de la Consolación - Noviciado
Tarragona,Tarragona,CAT,FUN,EC,R4300016E,Hospital de Sant Pau i Santa Tecla
Tarragona,Tarragona,CAT,CH,EC,R4300018A,Archicofradía N. Sra. de la Cinta
La Rápita,Tarragona,CAT,ED,OR,R4300042A,Carmelitas - Colegio Sagrada Familia
Valls,Tarragona,CAT,FUN,OR,R4300044G,Carmelitas Teresianas - Residencia
Amposta,Tarragona,CAT,ED,OR,R4300045D,Carmelitas - Col.legi Mare de Deu del Carme
El Vendrell,Tarragona,CAT,ED,OR,R4300046B,Carmelitas - Col.legi Sagrat Cor
Tortosa,Tarragona,CAT,ED,OR,R4300060C,Hermanas de la Consolación - Colegio
Valls,Tarragona,CAT,ED,OR,R4300069D,Claretianos - Col.legi
Salou,Tarragona,CAT,EV,EV,R4300073F,Iglesia Evangélica Betania
Tarragona,Tarragona,CAT,CH,EC,R4300080A,Amigos Virgen de Loreto
Tarragona,Tarragona,CAT,EV,EV,R4300082G,Iglesia Evangélica Bethania
Tarragona,Tarragona,CAT,ED,OR,R4300083E,Compañía de María - Col.legi Lestonnac
Tarragona,Tarragona,CAT,FUN,EV,R4300092F,Centro Evangélico Fieide
Tarragona,Tarragona,CAT,AS,ID,R4300113J,Fundació Sant Joaquim i Sta. Anna
Benicarló,Castellón,VAL,AS,ID,R4300122A,Cáritas
La Rápita,Tarragona,CAT,AS,ID,R4300122A,Cáritas
Tortosa,Tarragona,CAT,AS,ID,R4300122A,Cáritas
Vandellós,Tarragona,CAT,AS,ID,R4300122A,Cáritas
Tortosa,Tarragona,CAT,IC,ID,R4300125D,Residencia Diocesana de Ancianos
Tortosa,Tarragona,CAT,Z,OR,R4300127J,Compañía Santa Teresa de Jesús
Cambrils,Tarragona,CAT,CH,EC,R4300180I,Congregació Purissima Sang
Cunit,Tarragona,CAT,AS,EV,R4300181G,Iglesia Cristiana Evangélica
Tarragona,Tarragona,CAT,CH,EC,R4300184A,Cofradía de Sant Magi Mártir
Tarragona,Tarragona,CAT,AS,ID,R4300202A,Hospitalidad Diocesana Mare Deu de Lourdes
Cambrils,Tarragona,CAT,AS,ID,R4300214F,Cáritas
El Vendrell,Tarragona,CAT,AS,ID,R4300214F,Cáritas
Montblanc,Tarragona,CAT,AS,ID,R4300214F,Cáritas
Reus,Tarragona,CAT,AS,ID,R4300214F,Cáritas
Salou,Tarragona,CAT,AS,ID,R4300214F,Cáritas
Tarragona,Tarragona,CAT,AS,ID,R4300214F,Cáritas
Valls,Tarragona,CAT,AS,ID,R4300214F,Cáritas
Vilaseca,Tarragona,CAT,AS,ID,R4300214F,Cáritas
Riudoms,Tarragona,CAT,CH,EC,R4300233F,Cofradía de la Sangre
Amposta,Tarragona,CAT,CI,CI,R4300307H,Comunidad Islámica
Tarragona,Tarragona,CAT,CI,CI,R4300353B,Comunidad Islámica Riudoms
Reus,Tarragona,CAT,ED,ID,R4300361E,Col.legi Diocesano Sant Pau
Tarragona,Tarragona,CAT,ED,ID,R4300361E,Fundación Escuelas Diocesanas San Fructuoso
Tyvenis,Tarragona,CAT,IC,ID,R4300369H,Parroquia Sant Miquel
Tortosa,Tarragona,CAT,IC,ID,R4300373J,Parroquia Sant Francesc
Ascó,Tarragona,CAT,IC,ID,R4300393H,Parroquia Sant Joan Baptista
Valls,Tarragona,CAT,CH,EC,R4300498E,Hermandad de la Crucifixión
Teruel,Teruel,ARA,RES,ID,R4400006E,Diócesis
Teruel,Teruel,ARA,AS,ID,R4400007C,Seminario Conciliar
Teruel,Teruel,ARA,FUN,ID,R4400223F,Parroquia San León Magno
Alcorisa,Teruel,ARA,AS,ID,R4400278J,Cáritas
Teruel,Teruel,ARA,AS,ID,R4400278J,Cáritas
Teruel,Teruel,ARA,ED,ID,R4400280F,Seminario Menor
Alcañiz,Teruel,ARA,IC,ID,R4400285E,Parroquia Santa María La Mayor
Alcañiz,Teruel,ARA,ED,OR,R4400305A,Caridad de Santa Ana - Colegio La Inmaculada
Teruel,Teruel,ARA,ED,OR,R4400308E,Escolapios - Escuelas Pías
Teruel,Teruel,ARA,AS,OR,R4400309C,Hermanitas Ancianos Desamparados - Hogar San José
Alcañiz,Teruel,ARA,AS,OR,R4400310A,Hermanitas Ancianos Desamparados - Hogar Santo Ángel
Teruel,Teruel,ARA,Z,OR,R4400327E,Mercedarias
Burbaguena,Teruel,ARA,AS,OR,R4400332E,Franciscanos de la Cruz Blanca - Casa Hogar Inmaculada
Andorra,Teruel,ARA,IC,ID,R4400374G,Parroquia de la Natividad
Gea de Albarracín,Teruel,ARA,AS,OR,R4400407E,Franciscanos de la Cruz Blanca - Casa Hogar N. Sra. de los Dolores
Teruel,Teruel,ARA,AS,OR,R4400407E,Franciscanos de la Cruz Blanca
Talavera,Toledo,CLM,IC,ID,R4500002C,Diócesis
Toledo,Toledo,CLM,CUL,ID,R4500002C,Diócesis
Toledo,Toledo,CLM,CUL,ID,R4500003A,Catedral
Toledo,Toledo,CLM,RES,OR,R4500006D,Cistercienses - Convento de San Clemente
Toledo,Toledo,CLM,IC,OR,R4500007B,Dominicas - Monasterio Santo Domingo el Real
Toledo,Toledo,CLM,RES,OR,R4500010F,Concepcionistas - Convento Inmaculada Concepción
Toledo,Toledo,CLM,RES,OR,R4500014H,Agustinas Ermitañas - Convento de la Concepción
Toledo,Toledo,CLM,IC,ID,R4500016C,Seminario Conciliar San Ildefonso
Talavera,Toledo,CLM,AS,ID,R4500024G,Fundación Diocesana Madre de la Esperanza
Yébenes,Toledo,CLM,RES,ID,R4500028H,Parroquia
Toledo,Toledo,CLM,RES,OR,R4500030D,Comendadoras de Santiago - Convento
Toledo,Toledo,CLM,IC,OR,R4500031B,Cistercienses Convento Santo Domingo
Toledo,Toledo,CLM,IC,OR,R4500045B,Jerónimos - Convento San Pablo
Toledo,Toledo,CLM,RES,OR,R4500045B,Jerónimas - Monasterio de San Pablo
Talavera,Toledo,CLM,AS,iD,R4500057G,Cáritas
Toledo,Toledo,CLM,FUN,ID,R4500057G,Cáritas
Toledo,Toledo,CLM,RES,OR,R4500064C,Clarisas - Convento Santa Isabel
Talavera,Toledo,CLM,ED,OR,R4500075I,Agustinas - Colegio Sagrados Corazones
Talavera,Toledo,CLM,AS,OR,R4500078C,Instituto Secular San Bonifacio
Toledo,Toledo,CLM,ED,OR,R4500082E,Hijas de la Caridad - Colegio San Juan Bautista
Toledo,Toledo,CLM,ED,ID,R4500084A,Maristas - Colegio Santa María
Toledo,Toledo,CLM,AS,OR,R4500086F,Hermanitas Ancianos Desamparados - Residencia
La Puebla de Montalbán,Toledo,CLM,ED,OR,R4500087D,Franciscanos - Colegio La Inmaculada
Toledo,Toledo,CLM,AS,OR,R4500087D,Hermanitas de los Ancianos Desamparados - Residencia
Fuensalida,Toledo,CLM,ED,OR,R4500090H,Corazonistas - Colegio San José
Toledo,Toledo,CLM,ED,OR,R4500093B,Siervos del Evangelio - Guarderia San José Obrero
Villacañas,Toledo,CLM,ED,OR,R4500094J,Hermanas de la Consolación - Colegio
Quintanar,Toledo,CLM,ED,OR,R4500095G,Hermanas de la Consolación - Colegio
Quintanar de la Orden,Toledo,CLM,AS,ID,R4500102A,Hermanitas de los Ancianos Desamparados - Residencia
Talavera,Toledo,CLM,ED,OR,R4500109F,Misioneras de la Providencia - Colegio Joaquín Alonso
Toledo,Toledo,CLM,IC,OR,R4500122I,Carmelitas
Toledo,Toledo,CLM,RES,OR,R4500122I,Carmelitas Descalzos - Convento
Torrijos,Toledo,CLM,CUL,ID,R4500123G,Parroquia Santísimo Sacramento
Toledo,Toledo,CLM,AS,OR,R4500127H,Hijas de la Caridad - Hogar Infancia
Toledo,Toledo,CLM,CUL,ID,R4500129D,Basílica N. Sra. del Prado
Toledo,Toledo,CLM,RES,ID,R4500154B,Parroquia Santos Justo y Pastor
Gerindote,Toledo,CLM,RES,ID,R4500156G,Parroquia
Lucillos,Toledo,CLM,RES,ID,R4500172D,Parroquia
San José de E,Toledo,CLM,RES,ID,R4500174J,Parroquia de la Asunción
Los Cerralbos,Toledo,CLM,FUN,ID,R4500176E,Parroquia
Nanamorcuende,Toledo,CLM,RES,ID,R4500179I,Parroquia
Alcaudete de la Jara,Toledo,CLM,FUN,ID,R4500184I,Parroquia
Alcañizo,Toledo,CLM,RES,ID,R4500191D,Parroquia
Toledo,Toledo,CLM,IC,ID,R4500199G,Parroquia Patrocinio San José
Espinoso del Rey,Toledo,CLM,RES,ID,R4500206J,Parroquia
Torrico,Toledo,CLM,RES,ID,R4500210B,Parroquia San Gil
Tembleque,Toledo,CLM,RES,ID,R4500213F,Parroquia
Illescas,Toledo,CLM,RES,ID,R4500221I,Parroquia Santa María
Magán,Toledo,CLM,RES,ID,R4500225J,Parroquia
Otero,Toledo,CLM,RES,ID,R4500230J,Parroquia
Chozas,Toledo,CLM,RES,ID,R4500241G,Parroquia
Arcicollar,Toledo,CLM,RES,ID,R4500245H,Parroquia
Carranque,Toledo,CLM,RES,ID,R4500249J,Parroquia
Camarena,Toledo,CLM,RES,ID,R4500250H,Parroquia San Juan Bautista
Casarrubios,Toledo,CLM,RES,ID,R4500252D,Parroquia
Puebla de M.,Toledo,CLM,RES,ID,R4500255G,Parroquia
Yuncler,Toledo,CLM,RES,ID,R4500260G,Parroquia
Yepes,Toledo,CLM,RES,ID,R4500262C,Parroquia San Benito Abad
Villanueva de Bogas,Toledo,CLM,RES,ID,R4500271D,Parroquia Santa Ana
Retamar,Toledo,CLM,RES,ID,R4500275E,Parroquia
Orgaz,Toledo,CLM,RES,ID,R4500277A,Parroquia
Nombela,Toledo,CLM,RES,ID,R4500280E,Parroquia
Mocejón,Toledo,CLM,RES,ID,R4500285D,Parroquia San Esteban
Manzaneque,Toledo,CLM,RES,ID,R4500288H,Parroquia
Malpica de Tajo,Toledo,CLM,RES,ID,R4500289F,Parroquia
Mohedas,Toledo,CLM,RES,ID,R4500292J,Parroquia
Oropesa,Toledo,CLM,RES,ID,R4500294F,Parroquia La Asunción
Puente del Arzobispo,Toledo,CLM,RES,ID,R4500302G,Parroquia
Quintanar de la Orden,Toledo,CLM,IC,ID,R4500315I,Parroquia Santiago Apóstol
El Romeral,Toledo,CLM,RES,ID,R4500316G,Parroquia
Torralba,Toledo,CLM,RES,ID,R4500326F,Parroquia
Aldean,Toledo,CLM,RES,ID,R4500328B,Parroquia
Cedillo Condado,Toledo,CLM,RES,ID,R4500337C,Parroquia
Paredes de E.,Toledo,CLM,RES,ID,R4500340G,Parroquia San Vicente Mártir
Burujón,Toledo,CLM,RES,ID,R4500342C,Parroquia
La Mata,Toledo,CLM,RES,ID,R4500352B,Parroquia
Mazarambroz,Toledo,CLM,RES,ID,R4500359G,Parroquia La Asunción
Puerto San Vicente,Toledo,CLM,RES,ID,R4500368H,Parroquia
Quintanar de la Orden,Toledo,CLM,ED,OR,R4500379E,Franciscanos - Colegio N. Sra. de los Dolores
Peña Aguilera,Toledo,CLM,RES,ID,R4500383G,Parroquia
Toledo,Toledo,CLM,AS,ID,R4500410H,Institución Parroquial de Acción
Olias del Rey,Toledo,CLM,ED,OR,R4500412D,Hijas de la Pasión - Colegio Madre Dolores Medina
Toledo,Toledo,CLM,AS,OR,R4500420G,Hijas de la Caridad - Hogares Marillac
Navalmorales,Toledo,CLM,CH,EC,R4500443I,Hermandad Virgen del Pilar
Navahermosa,Toledo,CLM,IC,OR,R4500482G,Congregación Marta y María 
Argés,Toledo,CLM,CH,EC,R4500499A,Hermandad Virgen de la Soledad
Torrent,Valencia,VAL,CH,EC,R4501630I,Junta de Cofradías
Valencia,Valencia,VAL,IC,ID,R4600004H,Parroquia N. Sra. del Pilar
Valencia,Valencia,VAL,IC,ID,R4600005E,Diócesis
Valencia,Valencia,VAL,CUL,ID,R4600009G,Colegio Seminario Corpus Christi
Sueca,Valencia,VAL,AS,ID,R4600018H,Colegio Asilo La Encarnación
Cullera,Valencia,VAL,ED,ID,R4600020D,Colegio Diocesano Asilo Inmaculada Concepción
Valencia,Valencia,VAL,CUL,ID,R4600021B,Catedral
Valencia,Valencia,VAL,IC,ID,R4600021B,Cabildo Catedral
Valencia,Valencia,VAL,IC,ID,R4600024F,Iglesia El Salvador
Valencia,Valencia,VAL,IC,ID,R4600027I,Parroquia San Esteban
Valencia,Valencia,VAL,RES,ID,R4600028G,Parroquia de la Santísma Cruz
Valencia,Valencia,VAL,IC,ID,R4600047G,Parroquia N. Sra. de Gracia
Valencia,Valencia,VAL,ED,ID,R4600055J,Parroquia N. Sra. de Fátima
Betera,Valencia,VAL,ED,ID,R4600065I,Parroquia Purísima Concepción
Ribarroja,Valencia,VAL,ED,ID,R4600076F,Parroquia de la Asunción
Benaguacil,Valencia,VAL,Z,OR,R4600078B,Cistercienses - Monasterio Santa María - Tierras
Valencia,Valencia,VAL,ED,ID,R4600079J,Parroquia Santa Catalina Mártir
Adamuz,Valencia,VAL,RES,ID,R4600083B,Parroquia San Pedro y San Pablo
Tous,Valencia,VAL,IC,ID,R4600084J,Parroquia San Miguel Arcángel
Manises,Valencia,VAL,CUL,ID,R4600086E,Parroquia San Juan Bautista
Serra,Valencia,VAL,Z,OR,R4600090G,Cartujos - Cartuja de Porta Coeli
Granja Costera,Valencia,VAL,ED,ID,R4600098J,Parroquia San Francisco de Asís
Valencia,Valencia,VAL,ED,ID,R4600098J,Parroquia San Francisco
Yatova,Valencia,VAL,RES,ID,R4600099H,Parroquia Santos Reyes
Bocairent,Valencia,VAL,IC,ID,R4600100D,Parroquia de la Asunción
Lliria,Valencia,VAL,ED,ID,R4600104F,Parroquia de la Asunción
Casinos,Valencia,VAL,CUL,ID,R4600106A,Parroquia de Santa Barbara
Puçol,Valencia,VAL,AS,ID,R4600112I,Cáritas Parroquia Santa Marta
Albayda,Valencia,VAL,ED,ID,R4600119D,Parroquia de la Asunción
Valencia,Valencia,VAL,ED,ID,R4600120B,Colegio Parroquial Santiago Apóstol
Valencia,Valencia,VAL,AS,ID,R4600120B,Parroquia N. Sra. de los Ángeles
Algemesí,Valencia,VAL,AS,ID,R4600131I,Parroquia María Auxiliadora
Valencia,Valencia,VAL,ED,ID,R4600139B,Parroquia San Juan Bosco
Valencia,Valencia,VAL,IC,ID,R4600140J,Parroquia de los Ángeles
Quart de Poblet,Valencia,VAL,ED,ID,R4600141H,Parroquia Purísima Concepción
Burjassot,Valencia,VAL,IC,ID,R4600143D,Parroquia San Juan
Valencia,Valencia,VAL,IC,ID,R4600145I,Parroquia San Miguel de Soternes
Algemesi,Valencia,VAL,RES,ID,R4600155H,Parroquia San Jaime Apóstol
Tuéjar,Valencia,VAL,CUL,ID,R4600174I,Parroquia N. Sra. de los Ángeles
Valencia,Valencia,VAL,AS,ID,R4600177B,Cáritas
Catarroja,Valencia,VAL,ED,ID,R4600185E,Colegio Parroquial Sant Antoni - Parroquia San Antonio de Padua
