nombre,provincia,slug_provincia,direccion,telefono,email,horario,registrador,url,fecha_extraccion
Registro de la Propiedad de Málaga Nº 03,Málaga,malaga,"Cerrojo, 17 - 3º, 29007",(95) 228 21 54,malaga3@registrodelapropiedad.org,De lunes a viernes de 09:00 a 17:00 horas | Agosto: De lunes a viernes de 09:00 a 14:00 horas | Los días 24 y 31 de diciembre de 09:00 a 14:00 horas,Jorge Blanco Urzaiz,https://www.registradores.org/directorio/-/registros/propiedad/malaga/malaga/registro-de-la-propiedad-de-malaga-n-03,2026-01-25 23:52:11
Registro de la Propiedad de Málaga Nº 04,Málaga,malaga,"Cerrojo, 17 - 2º, 29007",(95) 228 21 50,malaga4@registrodelapropiedad.org,De lunes a viernes de 09:00 a 17:00 horas | Agosto: De lunes a viernes de 09:00 a 14:00 horas | Los días 24 y 31 de diciembre de 09:00 a 14:00 horas,M.ª Luisa Vozmediano Rodríguez,https://www.registradores.org/directorio/-/registros/propiedad/malaga/malaga/registro-de-la-propiedad-de-malaga-n-04,2026-01-25 23:52:11
Registro de la Propiedad de Málaga Nº 06,Málaga,malaga,"Cerrojo, 17 - 2º, 29007",(95) 228 21 12,malaga6@registrodelapropiedad.org,De lunes a viernes de 09:00 a 17:00 horas | Agosto: De lunes a viernes de 09:00 a 14:00 horas | Los días 24 y 31 de diciembre de 09:00 a 14:00 horas,Rafael Blay Biosca,https://www.registradores.org/directorio/-/registros/propiedad/malaga/malaga/registro-de-la-propiedad-de-malaga-n-06,2026-01-25 23:52:11
Registro de la Propiedad de Málaga Nº 07,Málaga,malaga,"Cerrojo, 17 - 2º, 29007",95 207 00 44,malaga7@registrodelapropiedad.org,De lunes a viernes de 09:00 a 17:00 horas | Agosto: De lunes a viernes de 09:00 a 14:00 horas | Los días 24 y 31 de diciembre de 09:00 a 14:00 horas,Juan Antonio Cartagena Felipe,https://www.registradores.org/directorio/-/registros/propiedad/malaga/malaga/registro-de-la-propiedad-de-malaga-n-07,2026-01-25 23:52:11
Registro de la Propiedad de Málaga Nº 08,Málaga,malaga,"Cerrojo, 17 - 2º, 29007",(95) 228 21 00,malaga8@registrodelapropiedad.org,De lunes a viernes de 09:00 a 17:00 horas | Agosto: De lunes a viernes de 09:00 a 14:00 horas | Los días 24 y 31 de diciembre de 09:00 a 14:00 horas,Almudena Souviron De La Macorra,https://www.registradores.org/directorio/-/registros/propiedad/malaga/malaga/registro-de-la-propiedad-de-malaga-n-08,2026-01-25 23:52:11
Registro de la Propiedad de Málaga Nº 09,Málaga,malaga,"Cerrojo, 17 - 3º, 29007",(95) 228 21 04,malaga9@registrodelapropiedad.org,De lunes a viernes de 09:00 a 17:00 horas | Agosto: De lunes a viernes de 09:00 a 14:00 horas | Los días 24 y 31 de diciembre de 09:00 a 14:00 horas,Pedro José Morilla Pérez,https://www.registradores.org/directorio/-/registros/propiedad/malaga/malaga/registro-de-la-propiedad-de-malaga-n-09,2026-01-25 23:52:11
Registro de la Propiedad de Málaga Nº 10,Málaga,malaga,"Cerrojo, 17, 29007",(95) 261 51 28,malaga10@registrodelapropiedad.org,De lunes a viernes de 09:00 a 17:00 horas | Agosto: De lunes a viernes de 09:00 a 14:00 horas | Los días 24 y 31 de diciembre de 09:00 a 14:00 horas,Juan Francisco Ruiz-Rico Márquez,https://www.registradores.org/directorio/-/registros/propiedad/malaga/malaga/registro-de-la-propiedad-de-malaga-n-10,2026-01-25 23:52:11
Registro de la Propiedad de Málaga Nº 11,Málaga,malaga,"Cerrojo, 17 - 2ª planta, 29007",952 61 28 36,malaga11@registrodelapropiedad.org,De lunes a viernes de 09:00 a 17:00 horas | Agosto: De lunes a viernes de 09:00 a 14:00 horas | Los días 24 y 31 de diciembre de 09:00 a 14:00 horas,José Torres García,https://www.registradores.org/directorio/-/registros/propiedad/malaga/malaga/registro-de-la-propiedad-de-malaga-n-11,2026-01-25 23:52:11
Registro de la Propiedad de Málaga Nº 12,Málaga,malaga,"Cerrojo, 17 - 4º, 29007",95 261 16 14,malaga12@registrodelapropiedad.org,De lunes a viernes de 09:00 a 17:00 horas | Agosto: De lunes a viernes de 09:00 a 14:00 horas | Los días 24 y 31 de diciembre de 09:00 a 14:00 horas,José Ignacio Marquina Sánchez,https://www.registradores.org/directorio/-/registros/propiedad/malaga/malaga/registro-de-la-propiedad-de-malaga-n-12,2026-01-25 23:52:11
Registro de la Propiedad de Málaga Nº 13,Málaga,malaga,"Cerrojo, 17 - 4º, 29007",952 64 03 07,malaga13@registrodelapropiedad.org,De lunes a viernes de 09:00 a 17:00 horas | Agosto: De lunes a viernes de 09:00 a 14:00 horas | Los días 24 y 31 de diciembre de 09:00 a 14:00 horas,Paula Martín Martinez,https://www.registradores.org/directorio/-/registros/propiedad/malaga/malaga/registro-de-la-propiedad-de-malaga-n-13,2026-01-25 23:52:11
Registro de la Propiedad de Málaga Nº 15,Málaga,malaga,"Cerrojo, 17 - 4ª ático, 29007",952 61 51 17,malaga15@registrodelapropiedad.org,De lunes a viernes de 09:00 a 17:00 horas | Agosto: De lunes a viernes de 09:00 a 14:00 horas | Los días 24 y 31 de diciembre de 09:00 a 14:00 horas,Joaquín De los Ríos Del Campo,https://www.registradores.org/directorio/-/registros/propiedad/malaga/malaga/registro-de-la-propiedad-de-malaga-n-15,2026-01-25 23:52:11
Registro de la Propiedad de Manilva,Málaga,malaga,"Dr. Álvarez Leyva, Edif.Pasaje, 29691",(95) 289 20 00,manilva@registrodelapropiedad.org,De lunes a viernes de 09:00 a 17:00 horas | Agosto: De lunes a viernes de 09:00 a 14:00 horas | Los días 24 y 31 de diciembre de 09:00 a 14:00 horas,Belén Santa Olalla Fernández Figares,https://www.registradores.org/directorio/-/registros/propiedad/malaga/manilva/registro-de-la-propiedad-de-manilva-n-01,2026-01-25 23:52:11
Registro de la Propiedad de Marbella Nº 01,Málaga,malaga,"Avenida Ricardo Soriano, 19 - 1º, 29600",(95) 276 45 39,marbella1@registrodelapropiedad.org,De lunes a viernes de 09:00 a 17:00 horas | Agosto: De lunes a viernes de 09:00 a 14:00 horas | Los días 24 y 31 de diciembre de 09:00 a 14:00 horas,Emilio Campmany Bermejo,https://www.registradores.org/directorio/-/registros/propiedad/malaga/marbella/registro-de-la-propiedad-de-marbella-n-01,2026-01-25 23:52:11
Registro de la Propiedad de Marbella Nº 02,Málaga,malaga,"Alameda de Ricardo Soriano, 19 - 1º, 29600",(95) 276 63 40,marbella2@registrodelapropiedad.org,De lunes a viernes de 09:00 a 17:00 horas | Agosto: De lunes a viernes de 09:00 a 14:00 horas | Los días 24 y 31 de diciembre de 09:00 a 14:00 horas,Evangelina Calvo De Castro,https://www.registradores.org/directorio/-/registros/propiedad/malaga/marbella/registro-de-la-propiedad-de-marbella-n-02,2026-01-25 23:52:11
Registro de la Propiedad de Marbella Nº 03,Málaga,malaga,"Alameda de Ricardo Soriano, 19 - 1º, 29600",(95) 276 43 99,marbella3@registrodelapropiedad.org,De lunes a viernes de 09:00 a 17:00 horas | Agosto: De lunes a viernes de 09:00 a 14:00 horas | Los días 24 y 31 de diciembre de 09:00 a 14:00 horas,Francisco Manuel Álvarez Moreno,https://www.registradores.org/directorio/-/registros/propiedad/malaga/marbella/registro-de-la-propiedad-de-marbella-n-03,2026-01-25 23:52:11
Registro de la Propiedad de Marbella Nº 04,Málaga,malaga,"Alameda de Ricardo Soriano, 19, 29600",(95) 277 32 00,marbella4@registrodelapropiedad.org,De lunes a viernes de 09:00 a 17:00 horas | Agosto: De lunes a viernes de 09:00 a 14:00 horas | Los días 24 y 31 de diciembre de 09:00 a 14:00 horas,Francisco Javier Gómez Gálligo,https://www.registradores.org/directorio/-/registros/propiedad/malaga/marbella/registro-de-la-propiedad-de-marbella-n-04,2026-01-25 23:52:11
Registro de la Propiedad de Mijas Nº 01,Málaga,malaga,"Camino del Albero, 25-27-bajo, 29649",(95) 258 53 02,mijas1@registrodelapropiedad.org,De lunes a viernes de 09:00 a 17:00 horas | Agosto: De lunes a viernes de 09:00 a 14:00 horas | Los días 24 y 31 de diciembre de 09:00 a 14:00 horas,Pau Cuquerella Miralles,https://www.registradores.org/directorio/-/registros/propiedad/malaga/mijas/registro-de-la-propiedad-de-mijas-n-01,2026-01-25 23:52:11
Registro de la Propiedad de Mijas Nº 02,Málaga,malaga,"Camino del Albero, 23, 29651",(95) 258 53 40,mijas2@registrodelapropiedad.org,De lunes a viernes de 09:00 a 17:00 horas | Agosto: De lunes a viernes de 09:00 a 14:00 horas | Los días 24 y 31 de diciembre de 09:00 a 14:00 horas,Pau Cuquerella Miralles,https://www.registradores.org/directorio/-/registros/propiedad/malaga/mijas/registro-de-la-propiedad-de-mijas-n-02,2026-01-25 23:52:11
Registro de la Propiedad de Mijas Nº 03,Málaga,malaga,"Camino del Albero, 25-27-bajo, 29649",952 58 85 97,mijas3@registrodelapropiedad.org,De lunes a viernes de 09:00 a 17:00 horas | Agosto: De lunes a viernes de 09:00 a 14:00 horas | Los días 24 y 31 de diciembre de 09:00 a 14:00 horas,Francisco José Castaño Bardisa,https://www.registradores.org/directorio/-/registros/propiedad/malaga/mijas/registro-de-la-propiedad-de-mijas-n-03,2026-01-25 23:52:11
Registro de la Propiedad de Ronda,Málaga,malaga,"Infantes, 39 - bajo, 29400",(95) 287 15 34,ronda@registrodelapropiedad.org,De lunes a viernes de 09:00 a 17:00 horas | Agosto: De lunes a viernes de 09:00 a 14:00 horas | Los días 24 y 31 de diciembre de 09:00 a 14:00 horas,Luis Antonio Martín Hernández,https://www.registradores.org/directorio/-/registros/propiedad/malaga/ronda/registro-de-la-propiedad-de-ronda,2026-01-25 23:52:11
Registro de la Propiedad de Torrox,Málaga,malaga,"Calzada, 10, 29770",(95) 253 80 53,torrox@registrodelapropiedad.org,De lunes a viernes de 09:00 a 17:00 horas | Agosto: De lunes a viernes de 09:00 a 14:00 horas | Los días 24 y 31 de diciembre de 09:00 a 14:00 horas,M.ª Paz Arnal Moros,https://www.registradores.org/directorio/-/registros/propiedad/malaga/torrox/registro-de-la-propiedad-de-torrox-n-01,2026-01-25 23:52:11
Registro de la Propiedad de Vélez Málaga Nº 01,Málaga,malaga,"Avda. de las Naciones, 2 - bajo, 29700",(95) 250 15 85,velezmalaga1@registrodelapropiedad.org,De lunes a viernes de 09:00 a 17:00 horas | Agosto: De lunes a viernes de 09:00 a 14:00 horas | Los días 24 y 31 de diciembre de 09:00 a 14:00 horas,M.ª Paz Arnal Moros,https://www.registradores.org/directorio/-/registros/propiedad/malaga/velez-malaga/registro-de-la-propiedad-de-velez-malaga-n-01,2026-01-25 23:52:11
Registro de la Propiedad de Vélez Málaga Nº 02,Málaga,malaga,"Camino de Enmedio s/n - bajo - Edif. Residencial Gallego, 29700",(95) 250 02 75,velezmalaga2@registrodelapropiedad.org,De lunes a viernes de 09:00 a 17:00 horas | Agosto: De lunes a viernes de 09:00 a 14:00 horas | Los días 24 y 31 de diciembre de 09:00 a 14:00 horas,Mª Jesús Gilabert Álvarez,https://www.registradores.org/directorio/-/registros/propiedad/malaga/velez-malaga/registro-de-la-propiedad-de-velez-malaga-n-02,2026-01-25 23:52:11
Registro de la Propiedad de Vélez Málaga Nº 03,Málaga,malaga,"Camino de Enmedio, s/n - local bajo - Conj. Residencial Gallego, 29700",95 128 42 60,velezmalaga3@registrodelapropiedad.org,De lunes a viernes de 09:00 a 17:00 horas | Agosto: De lunes a viernes de 09:00 a 14:00 horas | Los días 24 y 31 de diciembre de 09:00 a 14:00 horas,Santiago Aliaga Montilla,https://www.registradores.org/directorio/-/registros/propiedad/malaga/velez-malaga/registro-de-la-propiedad-de-velez-malaga-n-03,2026-01-25 23:52:11
Registro de la Propiedad de Alfaro Cervera del Río Alhama,La Rioja,la-rioja,"(Alfaro) San Antón, 19 - 3º izq., 26540",941 18 08 11,alfaro-cerveradelrioalhama@registrodelapropiedad.org,De lunes a viernes de 09:00 a 17:00 horas | Agosto: De lunes a viernes de 09:00 a 14:00 horas | Los días 24 y 31 de diciembre de 09:00 a 14:00 horas,Esther Vicente Herrera,https://www.registradores.org/directorio/-/registros/propiedad/la-rioja/alfaro/registro-de-la-propiedad-de-alfaro-cervera-del-rio-alhama,2026-01-25 23:52:11
Registro de la Propiedad de Arnedo,La Rioja,la-rioja,"Juan Carlos I, 15 - 1ºC, 26580",(941) 38 01 04,arnedo@registrodelapropiedad.org,De lunes a viernes de 09:00 a 17:00 horas | Agosto: De lunes a viernes de 09:00 a 14:00 horas | Los días 24 y 31 de diciembre de 09:00 a 14:00 horas,Carla De Reygosa Santacreu,https://www.registradores.org/directorio/-/registros/propiedad/la-rioja/arnedo/registro-de-la-propiedad-de-arnedo,2026-01-25 23:52:12
Registro de la Propiedad de Calahorra,La Rioja,la-rioja,"Avenida del Pilar, Número 2, Planta 1ª, Pisos F y G, 26500",(941) 13 10 98,calahorra@registrodelapropiedad.org,De lunes a viernes de 09:00 a 17:00 horas | Agosto: De lunes a viernes de 09:00 a 14:00 horas | Los días 24 y 31 de diciembre de 09:00 a 14:00 horas,M.ª del Pilar Oliva Brañas,https://www.registradores.org/directorio/-/registros/propiedad/la-rioja/calahorra/registro-de-la-propiedad-de-calahorra,2026-01-25 23:52:12
Registro de la Propiedad de Haro,La Rioja,la-rioja,"Julián Fernández Ollero, 5, 26200",(941) 31 11 36,haro@registrodelapropiedad.org,De lunes a viernes de 09:00 a 17:00 horas | Agosto: De lunes a viernes de 09:00 a 14:00 horas | Los días 24 y 31 de diciembre de 09:00 a 14:00 horas,Jesús Fernández-Ramos Nieto,https://www.registradores.org/directorio/-/registros/propiedad/la-rioja/haro/registro-de-la-propiedad-de-haro,2026-01-25 23:52:12
Registro de la Propiedad de Logroño Nº 01,La Rioja,la-rioja,"Avenida de Portugal, 2 - 8º, 26001",(941) 20 69 83,logrono1@registrodelapropiedad.org,De lunes a viernes de 09:00 a 17:00 horas | Agosto: De lunes a viernes de 09:00 a 14:00 horas | Los días 24 y 31 de diciembre de 09:00 a 14:00 horas,Christian Sendín Martín,https://www.registradores.org/directorio/-/registros/propiedad/la-rioja/logrono/registro-de-la-propiedad-de-logrono-n-01,2026-01-25 23:52:12
Registro de la Propiedad de Logroño Nº 02,La Rioja,la-rioja,"General Vara de Rey, 5-bis y 5-ter, planta baja, 26003",941 20 01 76,logrono2@registrodelapropiedad.org,De lunes a viernes de 09:00 a 17:00 horas | Agosto: De lunes a viernes de 09:00 a 14:00 horas | Los días 24 y 31 de diciembre de 09:00 a 14:00 horas,Felipe Marcos Fernández,https://www.registradores.org/directorio/-/registros/propiedad/la-rioja/logrono/registro-de-la-propiedad-de-logrono-n-02,2026-01-25 23:52:12
Registro de la Propiedad de Logroño Nº 03,La Rioja,la-rioja,"Avenida de Portugal, 2, 26001",(941) 20 69 82,logrono3@registrodelapropiedad.org,De lunes a viernes de 09:00 a 17:00 horas | Agosto: De lunes a viernes de 09:00 a 14:00 horas | Los días 24 y 31 de diciembre de 09:00 a 14:00 horas,Iratxe Gallego Solabarrieta,https://www.registradores.org/directorio/-/registros/propiedad/la-rioja/logrono/registro-de-la-propiedad-de-logrono-n-03,2026-01-25 23:52:12
Registro de la Propiedad de Logroño Nº 04,La Rioja,la-rioja,"Avda. Portugal, 2 - 8º, 26001",941 20 69 83,logrono4@registrodelapropiedad.org,De lunes a viernes de 09:00 a 17:00 horas | Agosto: De lunes a viernes de 09:00 a 14:00 horas | Los días 24 y 31 de diciembre de 09:00 a 14:00 horas,Rafael Burgos Ávila,https://www.registradores.org/directorio/-/registros/propiedad/la-rioja/logrono/registro-de-la-propiedad-de-logrono-n-04,2026-01-25 23:52:12
Registro de la Propiedad de Nájera,La Rioja,la-rioja,"Arrabal de la Estrella, 2 - bajo, 26300",(941) 36 39 06,najera@registrodelapropiedad.org,De lunes a viernes de 09:00 a 17:00 horas | Agosto: De lunes a viernes de 09:00 a 14:00 horas | Los días 24 y 31 de diciembre de 09:00 a 14:00 horas,Julia Andrés Landaluce,https://www.registradores.org/directorio/-/registros/propiedad/la-rioja/najera/registro-de-la-propiedad-de-najera,2026-01-25 23:52:12
Registro de la Propiedad de Santo Domingo de la Calzada,La Rioja,la-rioja,"Alfonso Peña, 9 - bajo, 26250",(941) 34 09 43,santodomingocalzada@registrodelapropiedad.org,De lunes a viernes de 09:00 a 17:00 horas | Agosto: De lunes a viernes de 09:00 a 14:00 horas | Los días 24 y 31 de diciembre de 09:00 a 14:00 horas,Juana Fernández-Monge Umarán,https://www.registradores.org/directorio/-/registros/propiedad/la-rioja/santo-domingo-de-la-calzada/registro-de-la-propiedad-de-santo-domingo-de-la-calzada,2026-01-25 23:52:12
Registro de la Propiedad de Astorga,León,leon,"Plaza de San Miguel,3-4 bajo, 24700",(987) 61 55 82,astorga@registrodelapropiedad.org,De lunes a viernes de 09:00 a 17:00 horas | Agosto: De lunes a viernes de 09:00 a 14:00 horas | Los días 24 y 31 de diciembre de 09:00 a 14:00 horas,Elena Gacto Legorburo,https://www.registradores.org/directorio/-/registros/propiedad/leon/astorga/registro-de-la-propiedad-de-astorga,2026-01-25 23:52:12
Registro de la Propiedad de La Bañeza,León,leon,"Fray Diego Alonso, 11, 24750",(987) 64 05 57,labaneza@registrodelapropiedad.org,De lunes a viernes de 09:00 a 17:00 horas | Agosto: De lunes a viernes de 09:00 a 14:00 horas | Los días 24 y 31 de diciembre de 09:00 a 14:00 horas,Pedro José Martínez Rodríguez,https://www.registradores.org/directorio/-/registros/propiedad/leon/baneza-la/registro-de-la-propiedad-de-baneza-la,2026-01-25 23:52:12
Registro de la Propiedad de La Vecilla Cistierna,León,leon,"Cuartel Viejo, 8 - bajo (La Vecilla), 24840",987 74 10 17,lavecilla-cistierna@registrodelapropiedad.org,De lunes a viernes de 09:00 a 17:00 horas | Agosto: De lunes a viernes de 09:00 a 14:00 horas | Los días 24 y 31 de diciembre de 09:00 a 14:00 horas,Triana García-Miranda Fernández de Cañete,https://www.registradores.org/directorio/-/registros/propiedad/leon/vecilla-la/registro-de-la-propiedad-de-la-vecilla-cistierna,2026-01-25 23:52:11
Registro de la Propiedad de León Nº 01,León,leon,"Carmen, 7 - 1º, oficina 1, 24001",987 91 05 99,leon1@registrodelapropiedad.org,De lunes a viernes de 09:00 a 17:00 horas | Agosto: De lunes a viernes de 09:00 a 14:00 horas | Los días 24 y 31 de diciembre de 09:00 a 14:00 horas,M.ª Jesús Prieto López,https://www.registradores.org/directorio/-/registros/propiedad/leon/leon/registro-de-la-propiedad-de-leon-n-01,2026-01-25 23:52:11
Registro de la Propiedad de León Nº 02,León,leon,"Carmen, 7, 24001",(987) 22 94 24,leon2@registrodelapropiedad.org,De lunes a viernes de 09:00 a 17:00 horas | Agosto: De lunes a viernes de 09:00 a 14:00 horas | Los días 24 y 31 de diciembre de 09:00 a 14:00 horas,José Miguel Tabarés Cuadrado,https://www.registradores.org/directorio/-/registros/propiedad/leon/leon/registro-de-la-propiedad-de-leon-n-02,2026-01-25 23:52:12
Registro de la Propiedad de León Nº 03,León,leon,"Carmen, 7 - 1º, 24001",987 27 37 52,leon3@registrodelapropiedad.org,De lunes a viernes de 09:00 a 17:00 horas | Agosto: De lunes a viernes de 09:00 a 14:00 horas | Los días 24 y 31 de diciembre de 09:00 a 14:00 horas,M.ª Pilar Fernández Álvarez,https://www.registradores.org/directorio/-/registros/propiedad/leon/leon/registro-de-la-propiedad-de-leon-n-03,2026-01-25 23:52:12
Registro de la Propiedad de León Nº 04,León,leon,"Carmen, 7, 24001",987 87 63 41,leon4@registrodelapropiedad.org,De lunes a viernes de 09:00 a 17:00 horas | Agosto: De lunes a viernes de 09:00 a 14:00 horas | Los días 24 y 31 de diciembre de 09:00 a 14:00 horas,María Fernández-Figueroa Martínez-Sagrera,https://www.registradores.org/directorio/-/registros/propiedad/leon/leon/registro-de-la-propiedad-de-leon-n-04,2026-01-25 23:52:12
Registro de la Propiedad de Ponferrada Nº 01,León,leon,"Travesía Reyes Católicos, 2-4, bajo, 24402",(987) 45 64 50,ponferrada1@registrodelapropiedad.org,De lunes a viernes de 09:00 a 17:00 horas | Agosto: De lunes a viernes de 09:00 a 14:00 horas | Los días 24 y 31 de diciembre de 09:00 a 14:00 horas,Raquel Largo Escudero,https://www.registradores.org/directorio/-/registros/propiedad/leon/ponferrada/registro-de-la-propiedad-de-ponferrada-n-01,2026-01-25 23:52:12
Registro de la Propiedad de Ponferrada Nº 02,León,leon,"Avenida de los Reyes Católicos, 19 - bajo, 24402",(987) 41 55 50,ponferrada2@registrodelapropiedad.org,De lunes a viernes de 09:00 a 17:00 horas | Agosto: De lunes a viernes de 09:00 a 14:00 horas | Los días 24 y 31 de diciembre de 09:00 a 14:00 horas,Cristina Villaverde Guldris,https://www.registradores.org/directorio/-/registros/propiedad/leon/ponferrada/registro-de-la-propiedad-de-ponferrada-n-02,2026-01-25 23:52:12
Registro de la Propiedad de Sahagún,León,leon,"C/ Regina Franco, 12 - bajo, 24320",(987) 78 02 11,sahagun@registrodelapropiedad.org,De lunes a viernes de 09:00 a 17:00 horas | Agosto: De lunes a viernes de 09:00 a 14:00 horas | Los días 24 y 31 de diciembre de 09:00 a 14:00 horas,Amaia Naroa Precioso Aya,https://www.registradores.org/directorio/-/registros/propiedad/leon/sahagun/registro-de-la-propiedad-de-sahagun,2026-01-25 23:52:12
Registro de la Propiedad de Valencia de Don Juan,León,leon,"Pérez Galdos, 5 - bajo, 24200",(987) 75 01 42,valenciadedonjuan@registrodelapropiedad.org,De lunes a viernes de 09:00 a 17:00 horas | Agosto: De lunes a viernes de 09:00 a 14:00 horas | Los días 24 y 31 de diciembre de 09:00 a 14:00 horas,Marta De Benito Alonso,https://www.registradores.org/directorio/-/registros/propiedad/leon/valencia-de-don-juan/registro-de-la-propiedad-de-valencia-de-don-juan,2026-01-25 23:52:12
Registro de la Propiedad de Villafranca del Bierzo,León,leon,"Avenida de Calvo Sotelo, 18, 24500",(987) 54 01 96,villafrancadelbierzo@registrodelapropiedad.org,De lunes a viernes de 09:00 a 17:00 horas | Agosto: De lunes a viernes de 09:00 a 14:00 horas | Los días 24 y 31 de diciembre de 09:00 a 14:00 horas,Marcos Ricardo Cabrera Galeano,https://www.registradores.org/directorio/-/registros/propiedad/leon/villafranca-del-bierzo/registro-de-la-propiedad-de-villafranca-del-bierzo,2026-01-25 23:52:13
Registro de la Propiedad de Arrecife y Registro Mercantil de Arrecife,Las Palmas,las-palmas,"Rambla Medular, 79 - local 2, 35500",(928) 81 06 16,puertodelarrecife@registrodelapropiedad.org,De lunes a viernes de 09:00 a 17:00 horas | Agosto: De lunes a viernes de 09:00 a 14:00 horas | Los días 24 y 31 de diciembre de 09:00 a 14:00 horas,Antonio Díaz Marquina,https://www.registradores.org/directorio/-/registros/propiedad/las-palmas/arrecife/registro-de-la-propiedad-de-arrecife-y-merc,2026-01-25 23:52:13
Registro de la Propiedad de Corralejo,Las Palmas,las-palmas,"Primo de Rivera, 2 - Edif. Hubara, 35660",928 53 72 72,corralejo@registrodelapropiedad.org,De lunes a viernes de 09:00 a 17:00 horas | Agosto: De lunes a viernes de 09:00 a 14:00 horas | Los días 24 y 31 de diciembre de 09:00 a 14:00 horas,M.ª Isabel Cabra Rojo,https://www.registradores.org/directorio/-/registros/propiedad/las-palmas/oliva-la/registro-de-la-propiedad-de-corralejo,2026-01-25 23:52:12
Registro de la Propiedad de Mogán,Las Palmas,las-palmas,"C/ Damasco, 4, C.C. La Marea, Planta 2ª, Oficina 13, 35120",(928) 72 53 24,mogan@registrodelapropiedad.org,De lunes a viernes de 09:00 a 17:00 horas | Agosto: De lunes a viernes de 09:00 a 14:00 horas | Los días 24 y 31 de diciembre de 09:00 a 14:00 horas,Concepción Esther Ramírez Deníz,https://www.registradores.org/directorio/-/registros/propiedad/las-palmas/mogan/registro-de-la-propiedad-de-mogan,2026-01-25 23:52:12
Registro de la Propiedad de Pájara,Las Palmas,las-palmas,"Avda. El Faro, 10 (MORRO JABLE), 35625",928 16 63 70,pajara@registrodelapropiedad.org,De lunes a viernes de 09:00 a 17:00 horas | Agosto: De lunes a viernes de 09:00 a 14:00 horas | Los días 24 y 31 de diciembre de 09:00 a 14:00 horas,Jorge Alonso López,https://www.registradores.org/directorio/-/registros/propiedad/las-palmas/pajara/registro-de-la-propiedad-de-pajara,2026-01-25 23:52:12
Registro de la Propiedad de Las Palmas de Gran Canaria Nº 01,Las Palmas,las-palmas,"León y Castillo, 421 - 2º - local B, 35007",928 26 11 12,laspalmas1@registrodelapropiedad.org,De lunes a viernes de 09:00 a 17:00 horas | Agosto: De lunes a viernes de 09:00 a 14:00 horas | Los días 24 y 31 de diciembre de 09:00 a 14:00 horas,Beatriz Casero Villar,https://www.registradores.org/directorio/-/registros/propiedad/las-palmas/palmas-de-gran-canaria-las/registro-de-la-propiedad-de-palmas-de-gran-canaria-las-n-01,2026-01-25 23:52:12
Registro de la Propiedad de Las Palmas de Gran Canaria Nº 02,Las Palmas,las-palmas,"Doctor Miguel Rosas, 3 - bajo, 35007",(928) 26 20 04,laspalmas2@registrodelapropiedad.org,De lunes a viernes de 09:00 a 17:00 horas | Agosto: De lunes a viernes de 09:00 a 14:00 horas | Los días 24 y 31 de diciembre de 09:00 a 14:00 horas,Miguel Ángel Jiménez Barbero,https://www.registradores.org/directorio/-/registros/propiedad/las-palmas/palmas-de-gran-canaria-las/registro-de-la-propiedad-de-palmas-de-gran-canaria-las-n-02,2026-01-25 23:52:12
Registro de la Propiedad de Las Palmas de Gran Canaria Nº 03,Las Palmas,las-palmas,"Emilio Castelar, 4-6, 3ª planta - Edif. Internacional, 35007",928 27 74 98,laspalmas3@registrodelapropiedad.org,De lunes a viernes de 09:00 a 17:00 horas | Agosto: De lunes a viernes de 09:00 a 14:00 horas | Los días 24 y 31 de diciembre de 09:00 a 14:00 horas,Beatriz Zamora Rodríguez,https://www.registradores.org/directorio/-/registros/propiedad/las-palmas/palmas-de-gran-canaria-las/registro-de-la-propiedad-de-palmas-de-gran-canaria-las-n-03,2026-01-25 23:52:12
Registro de la Propiedad de Las Palmas de Gran Canaria Nº 04,Las Palmas,las-palmas,"Emilio Castelar, 4-6, 1ª pl., Edif.Inter., 35007",(928) 26 22 00,laspalmas4@registrodelapropiedad.org,De lunes a viernes de 09:00 a 17:00 horas | Agosto: De lunes a viernes de 09:00 a 14:00 horas | Los días 24 y 31 de diciembre de 09:00 a 14:00 horas,Manuel Mariano Crespo López,https://www.registradores.org/directorio/-/registros/propiedad/las-palmas/palmas-de-gran-canaria-las/registro-de-la-propiedad-de-palmas-de-gran-canaria-las-n-04,2026-01-25 23:52:12
Registro de la Propiedad de Las Palmas de Gran Canaria Nº 05,Las Palmas,las-palmas,"Emilio Castelar, 4-6, 2ª pl., Ed.Inter., 35007",(928) 26 33 43,laspalmas5@registrodelapropiedad.org,De lunes a viernes de 09:00 a 17:00 horas | Agosto: De lunes a viernes de 09:00 a 14:00 horas | Los días 24 y 31 de diciembre de 09:00 a 14:00 horas,José Antonio Utrera-Molina y Gómez,https://www.registradores.org/directorio/-/registros/propiedad/las-palmas/palmas-de-gran-canaria-las/registro-de-la-propiedad-de-palmas-de-gran-canaria-las-n-05,2026-01-25 23:52:12
Registro de la Propiedad de Las Palmas de Gran Canaria Nº 06,Las Palmas,las-palmas,"Emilio Castelar, 4-6 Ed.Inter, 35007",(928) 26 98 63,laspalmas6@registrodelapropiedad.org,De lunes a viernes de 09:00 a 17:00 horas | Agosto: De lunes a viernes de 09:00 a 14:00 horas | Los días 24 y 31 de diciembre de 09:00 a 14:00 horas,M.ª Cristina Bordallo Sarmiento,https://www.registradores.org/directorio/-/registros/propiedad/las-palmas/palmas-de-gran-canaria-las/registro-de-la-propiedad-de-palmas-de-gran-canaria-las-n-06,2026-01-25 23:52:12
